Chemical,Repellency_skin_YF,Repellency_skin_M,Repellency_clothes_YF,Repellency_clothes_M
"Propionic acid, alpha-chloro-, diester with diethylene glycol",-,-,1,-
"Propionic acid, alpha-chloro-, diester with 1,5-pentanediol",-,-,1,-
"Propionic acid, alpha-chloro-, diester with 1,2-propanediol",-,-,1,-
"Propionic acid, alpha-chloro-, 2-ethylhexyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 2-ethylpentyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 1-ethylpropyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, isoamyl ester",1,1,-,-
"Propionic acid, alpha-chloro-, 1-isobutyl-isoamyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 2-isopropyl-cyclohexyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 4-isopropyl-cyclohexyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 2-methoxyethyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, methyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, methyl-cyclohexyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 1-methylheptyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 1-methylisoamyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 2-methylpentyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, phenethyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 2-phenoxyethyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 2-phenyl-cyclohexyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, 3-phenylpropyl ester",-,-,1,-
"Propionic acid, alpha-chloro-, tetrahydrofurfuryl ester",3,2,4,-
"Propionic acid, beta-chloro-, benzyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-butoxyethyl ester",2,1,4A,-
"Propionic acid, beta-chloro-, 4-sec-butyl-cyclohexyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-butyloctyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-(p-tert-butylphenoxy)ethyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-chloroethyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 1-chloroisopropyl ester",-,-,1,-
"Propionic acid, beta-chloro-, cyclohexyl ester",-,-,1,-
"Propionic acid, beta-chloro-, cyclohexylethyl ester",-,-,1,-
"Propionic acid, beta-chloro-, diester with 1,3-butanediol",-,-,1,-
"Propionic acid, beta-chloro-, diester with 1,5-pentanediol",-,-,1,-
"Propionic acid, beta-chloro-, 2-ethylhexyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 1-ethylpropyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 1-isobutyl-isoamyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 4-isopropyl-cyclohexyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-methoxyethyl ester",-,-,1,-
"Propionic acid, beta-chloro-, methyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 4-methylcyclohexyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 1-methylheptyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-methylpentyl ester",-,-,1,-
"Propionic acid, beta-chloro-, phenethyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-phenoxyethyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 2-phenylcyclohexyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 3-phenylpropyl ester",-,-,1,-
"Propionic acid, beta-chloro-, 1-propylbutyl ester",-,-,1,-
"Propionic acid, beta-chloro-, tetrahydrofurfuryl ester",4,2,4,-
"Propionic acid, beta-(p-chlorobenzoyl)-",-,-,2,-
"Propionic acid, beta-(p-chlorobenzoyl)-, allyl ester",-,-,1,-
"Propionic acid, beta-(2-chloroethoxy)-, 2-chloroethyl ester",2,1,4A,-
"Propionic acid, alpha-(o-chlorophenoxy)-",-,-,1,-
"Propionic acid, alpha-cyano-, cyclohexyl ester",2,1,4,-
"Propionic acid, alpha-cyano-, ethyl ester",1,1,-,-
"Propionic acid, alpha-cyano-, 2-methylcyclohexyl ester",2,2,4,-
"Propionic acid, alpha-cyano-, 3-methylcyclohexyl ester",2,1,4,-
"Propionic acid, alpha-cyano-, 4-methylcyclohexyl ester",2,2,4,-
"Propionic acid, beta-decyloxy-, decyl ester",1,1,1,-
"Propionic acid, alpha, beta-dibromo-, ethyl ester",-,-,1,-
"Propionic acid, alpha, beta-dichloro-, methyl ester",-,-,1,-
"Propionic acid, beta, beta-diphenyl-",-,-,-,-
"Propionic acid, beta, beta-diphenyl-, tert-butyl ester",-,-,1,-
"Propionic acid, beta-ethoxy-, amyl ester",1,-,2,-
"Propionic acid, beta-ethoxy-, butyl ester",-,-,1,-
"Propionic acid, beta-ethoxy-, 2-(2-chloroethoxy)ethyl ester",2,-,4A,-
"Propionic acid, beta-ethoxy-, 1-chloropropyl ester",1,-,3,-
"Propionic acid, beta-ethoxy-, decyl ester",2,-,-,-
"Propionic acid, beta-ethoxy-, dodecyl ester",-,-,1,-
"Propionic acid, beta-ethoxy-, ethyl ester",2,2,3,-
"Propionic acid, beta-ethoxy-, hexyl ester",1,-,2,-
"Propionic acid, beta-ethoxy-, alpha-hydroxyphenethyl ester",-,-,1,-
"Propionic acid, beta-ethoxy-, methyl ester",-,-,1,-
"Propionic acid, beta-ethoxy-, octyl ester",1,-,2,-
"Propionic acid, beta-ethoxy-, propyl ester",2,-,2,-
"Propionic acid, beta-ethoxy-, vinyl ester",-,-,1,-
"Propionic acid, beta-(2-ethoxyethoxy)-, 2-ethoxy ethyl ester",2,1,4A,-
"Propionic acid, beta-(2-ethoxyethoxy)-, methyl ester",2,2,2,-
"Propionic acid, beta-(2-ethylbutoxy)-, 2-ethylbutyl ester",1,2,-,-
"Propionic acid, beta, beta'-(ethylimino)di-, diethyl ester",-,-,1,-
"Propionic acid, beta-furfuryloxy-, methyl ester",2,3,4,-
"Propionic acid, beta-(guanylmercapto)",-,-,-,-
"Propionic acid, beta-hexyloxy-, methyl ester",-,-,4A,-
"Propionic acid, beta-(4-hydroxy-3, 5-diodophenyl)-alpha-phenyl-",-,-,1,-
"Propionic acid, beta-isoamoxy-, isoamyl ester",3,3,2,-
"Propionic acid, beta-(beta-isodurylyl)-",-,-,-,-
"Propionic acid, beta-methoxy-, allyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, amyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, butyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, sec-butyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, 3-chloropropyl ester",3,1,4,-
"Propionic acid, beta-methoxy-, decyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, 2-ethoxyethyl ester",-,-,4,2
"Propionic acid, beta-methoxy-, ethyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, 2-ethylbutyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, isoamyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, isobutyl ester",1,1,-,-
"Propionic acid, beta-methoxy-, methyl ester",-,-,1,-
"Propionic acid, beta-methoxy-, phenoxyethyl ester",2,-,1,-
"Propionic acid, beta-methoxy-, propyl ester",-,-,1,-
"Propionic acid, beta-methoxy-, tetrahydro-furfuryl ester",2,-,-,-
"Propionic acid, beta, beta'-methyliminodi-, diethyl ester",2,2,4A,-
"Propionic acid, beta-(2-naphthoyl)-",-,-,-,-
"Propionic acid, beta-octyloxy-, octyl ester",-,2,3,4
"Propionic acid, beta, beta'-oxydi-, bis(2-methoxyethyl) ester",2,3,1,-
"Propionic acid, beta, beta'-oxydi-, diallyl ester",2,3,1,-
"Propionic acid, beta, beta'-oxydi-, dibutyl ester",2,3,2,-
"Propionic acid, beta, beta'-oxydi-, diethyl ester",2,3,3,-
"Propionic acid, alpha-phenoxy-",-,-,-,-
"Propionic acid, alpha-phenoxy-, methyl ester",-,-,2,-
"Propionic acid, beta-phenoxy-, ethyl ester",2,2,4A,-
"Propionic acid, beta-phenoxy-, methyl ester",2,1,4,-
"Propionic acid, beta-propoxy-, methyl ester",1,1,-,-
"Propionic acid, beta-propoxy-, propyl ester",1,1,-,-
"Propionic acid, alpha-thiocyano-, ester with dipentenecarbinol",2,-,-,-
"Propionic acid, alpha-thiocyano-, ester with dipentenecarbinol, hydrogenated",1,2,-,-
"Propionic acid, beta-thiocyano-, 6-propyl-piperonyl ester",-,-,-,-
"Propionic acid, beta-(p-toloxy)-, methyl ester",1,1,-,-
"Propionic acid, beta-p-toluyl-",-,-,1,-
"Propionic acid, beta-(p-toluyl)-, allyl ester",1,2,1,-
"Propionic acid, beta-(o-tolyloxy)-, methyl ester",2,2,-,-
"Propionic acid, beta-veratroyl-, ethyl ester",-,-,1,-
Propionitrile,2,3,2,-
"Propionitrile, beta-allyloxy-",-,-,1,-
"Propionitrile, alpha-benzoyl-",2,2,-,-
"Propionitrile, beta-butoxy-",1,2,-,-
"Propionitrile, beta-(p-chlorophenoxy)-",-,-,1,-
"Propionitrile, beta-cyclohexyloxy-",1,2,3,-
"Propionitrile, beta-diethylamino-",1,1,-,-
"Propionitrile, beta-dihexylamino-",-,-,2,-
"Propionitrile, beta, beta'-ethylenedioxydi-",1,1,-,-
"Propionitrile, beta-(2-ethylhexyloxy)-",1,1,-,-
"Propionitrile, beta-(furfuryloxy)-",1,2,-,-
"Propionitrile, beta, beta'-iminodi-",-,-,-,-
"Propionitrile, beta-isobornyl-",-,-,1,-
"Propionitrile, beta-isopropoxy-",-,-,1,-
"Propionitrile, beta-(2-methylcyclohexyloxy)-",2,3,3,-
"Propionitrile, beta-(2-phenoxyethoxy)-",-,-,1,-
"Propionitrile, beta-phenylsulfonyl-",-,-,2,-
"Propionitrile, beta-tetrahydrofurfuryloxy-",3,-,4,-
"Propionitrile, beta, beta'-trimethylenedioxydi-",1,1,-,-
"m-Propionotoluidide, N-ethyl-",2,2,4A,-
"o-Propionotoluidide, 5-chloro-",-,-,1,-
"o-Propionotoluidide, N-ethyl-",2,3,4,-
p-Propionotoluidide,-,-,-,-
"p-Propionotoluidide, N-ethyl-",2,1,4A,-
"2,4-Propionoxylidide",-,-,-,-
"2,5-Propionoxylidide",-,-,-,-
"2,6-Propionoxylidide",-,-,-,-
Propiophenone,-,-,1,-
"Propiophenone, oxime",-,-,4A,-
"Propiophenone, alpha-acetoxymercuri-p-bromo-beta-methoxy-beta-phenyl-",-,-,-,-
"Propiophenone, p-amino",-,-,1,-
"Propiophenone, beta-bromo-",-,-,2,-
"Propiophenone, alpha, beta-dibromo-beta-phenyl-",-,-,1,-
"Propiophenone, 2,4-diisopropyl-",1,2,-,-
"Propiophenone, beta-(3,4-dimethoxyphenyl)-",-,-,1,-
"Propiophenone, beta, beta-diphenyl-",-,-,-,-
"Propiophenone, p-(2,3-epoxypropoxy)",-,-,1,-
"Propiophenone, p-ethoxy",1,2,-,-
"Propiophenone, o-hydroxy",-,-,2,-
"Propiophenone, p-hydroxy",-,-,1,-
"Propiophenone, p-hydroxy acetate",-,-,1,-
"Propiophenone, beta-hydroxy-alpha-methyl-",-,-,2,-
"Propiophenone, alpha-isonitroso-",-,-,1,-
"Propiophenone, o-methoxy",2,2,-,-
"Propiophenone, p-methoxy",3,3,-,-
"Propiophenone, 2-methoxy-5-methyl-",2,3,4A,-
"Propiophenone, beta-(p-methoxyphenyl)-",-,-,1,-
"Propiophenone, p-methyl",-,-,-,-
"Propiophenone, beta-(3,4-methylenedioxy-6-propylphenyl)-",-,-,-,-
"Propiophenone, p,alpha,beta-tribromo-beta phenyl-",-,-,-,-
"Propiophenone, p,alpha,beta-trichloro-beta (p-chlorophenyl)-",-,-,1,-
"Propiophenone, 2,4,6-trimethyl-beta-phenyl-",1,2,-,-
Propyl alcohol,-,-,1,-
"Propylamine, N,N-bis(2-chloroethyl), hydrochloride",-,-,-,-
"Propylamine, 2-(2,4-dinitrophenyl)-3-isobornyloxy-2-methyl-",-,-,1,1
Propylene oxide,-,-,-,-
"Propyl phosphite, di-",-,-,1,-
"Propyl phosphite, tri-",-,-,2,-
Propyl sulfide,-,-,-,-
Propyl sulfone,4,2,2,-
"Propylene, 3-cyclohexyl-",-,-,1,-
"2-Propyn-1-ol, 1,1-bis(p-chlorophenyl)-",-,-,1,-
Pseudocedrol,-,-,1,-
"Pseudocumene, 6-tert-butyl-3,5-dinitro-",-,-,1,1
"Pseudocumene, alpha1-chloro-",-,-,1,-
"Pseudocumene, alpha2-chloro-",-,-,1,-
"Pseudourea, 2-benzyl-2-thio-, hydrochloride",-,-,1,-
"Pseudourea, 3-(p-bromophenyl)-2-thio-",-,-,1,-
Pulegone,-,-,2,1
"Putrescine, dihydrochloride",-,-,1,-
"Pyran, 2,2'-ethylenedioxybis[tetrahydro-",4,-,4A,-
"Pyran, tetrahydro-",-,-,-,-
"2H-Pyran, dihydroxy-3-methyl-",1,1,-,-
"2H-Pyran-6-carboxylic acid, 3,4-dihydro-2,2-dimethyl-4-oxo-",-,-,1,-
"2H-Pyran-6-carboxylic acid, 3,4-dihydro-2,2-dimethyl-4-oxo-, butyl ester, dimer",-,-,3,1
"2H-Pyran-6-carboxylic acid, 3,4-dihydro-2,2-dimethyl-4-oxo-, ethyl ester",-,-,4,1
"4H-Pyran, 2,3-dihydro-",-,-,2,-
"4H-Pyran-3,5-dicarboxylic acid, 2,6-dimethyl-4-oxo-, dibutyl ester",1,1,-,-
"Pyran-2-methanol, tetrahydro-",1,-,-,-
"Pyran-2-methanol, tetrahydro-2,5-dimethyl-",1,-,-,-
"Pyran-2-methanol, tetrahydro-4,5-dihydroxy-",1,1,-,-
"Pyran-2-methanol, tetrahydro-4,5-dihydroxy-, triacetate",2,2,1,-
"Pyran-2-methanol, tetrahydro-6-methoxy-",1,-,-,-
"Pyridinium compound, 3-carboxy-1-methyl---> p-toluenesulfonate, (1-methylnonylidene)-hydrazide",-,-,-,-
"Pyridinium compound, 1-decyl-- bromide",-,-,-,-
"Pyridinium compound, 1-decyl-- chloride",-,-,2,-
"Pyridinium compound, 1-dodecyl-- chloride",-,-,2,1
"Pyridinium compound, 1-dodecyl-2,4-dimethyl-p-toluenesulfonate",-,-,2,-
"Pyridinium compound, 1-hexadecyl-- chloride",-,-,2,-
"Pyridinium compound, 1-hexyl-- bromide",-,-,-,-
"Pyridinium compound, 1-(2-hydroxyethyl)-2-benzothiazoyl sulfide",-,-,-,-
"Pyridinium compound, 1-methyl-- iodide",-,-,-,-
"Pyridinium compound, 1-octadecyl-- chloride",-,-,1,-
"Pyridinium compound, 1-phenethyl-- bromide",-,-,1,-
"Pyridinium compound, triphenylmethyl-bromide",-,-,-,-
"2(1H)-Pyridone, 1-methyl-",1,2,-,-
"4-Pyrido[1,2-a]pyrimidine-3-carboxylic acid, 7-methyl-4-oxo-, ethyl ester",-,-,-,-
"Pyrimidine, 5-amino-1,3-bis(2-ethylhexyl)-hexahydro-5-methyl-",-,-,1,-
"Pyrimidine, 2-amino-4-chloro-6-methyl-",-,-,-,-
"Pyrimidine, 5-amino-1,3-dibenzylhexahydro-5-propyl-",-,-,1,-
"Pyrimidine, 2-amino-4,6-dimethyl-",-,-,1,1
"Pyrimidine, 5-amino-5-ethylhexahydro-1,3-dihexyl-",-,-,4,-
"Pyrimidine, 5-aminohexahydro-1,3-dihexyl-5-methyl-",-,-,4A,-
"Pyrimidine, 2-aminohexahydro-5-methyl-1,3-bis(1-methylheptyl)",-,-,1,-
"Pyrimidine, 5-aminohexahydro-5-methyl-1,3-diphenyl-",-,-,1,-
"Pyrimidine, 5-aminohexahydro-5-methyl-1,3-di-p-tolyl-",-,-,1,-
"Pyrimidine, 2-amino-4-methyl-",-,-,1,1
"5-Pyrimidinecarboxylic acid, 1,2,3,4-tetrahydro-6-methyl-2-oxo-4-phenyl-, ethyl ester",-,-,-,-
"6-Pyrimidol, 2-amino-4-methyl-",-,-,-,-
"Pyrocatechol, diacetate",-,-,4A,1
"Pyrocatechol, 4-heptyl-",-,-,1,1
"Pyrocatechol, 4-octyl-",-,-,1,1
"Pyrrolidinium compound, 1-benzyl-1-methyl-2-(3-pyridyl)--- stearate",-,-,1,-
"Pyrrolidinium compound, 1-benzyl-1-methyl-2-(3-pyridyl)--- thiocyanate",-,-,1,-
"Pyrrolidinium compound, 1-(2-bromoethyl)-1-methyl-2-(3-pyridyl)--- bromide, polymer",-,-,1,-
"Pyrrolidinium compound, 1-[2-(2-butoxyethoxy)-ethyl]-1-methyl-2-(3-pyridyl)--- p-toluenesulfonate",-,-,1,-
"Pyrrolidinium compound, 1-butyl-1-methyl-2-(3-pyridyl)--- bromide",-,-,1,-
"Pyrrolidinium compound, 1-butyl-1-methyl-2-(3-pyridyl)--- iodide",-,-,1,-
"Pyrrolidinium compound, 1-butyl-1-methyl-2-(3-pyridyl)--- thiocyanate",-,-,1,-
"Pyrrolidinium compound, 1-butyl-1-methyl-2-(3-pyridyl)--- p-toluenesulfonate",-,-,1,-
"Pyrrolidinium compound, 1-(p-chlorobenzyl)-1-methyl-2-(3-pyridyl)--- chloride",-,-,1,-
"Pyrrolidinium compound, 1-(p-chlorobenzyl)-1-methyl-2-(3-pyridyl)--- thiocyanate",-,-,1,-
"Pyrrolidinium compound, 1-[2-(2-chloroethoxy)-ethyl]-1-methyl-2-(3-pyridyl)--- chloride, polymer",-,-,1,-
"Pyrrolidinium compound, 1-(2,4-dichlorobenzyl)-1-methyl-2-(3-pyridyl)--- chloride",-,-,1,-
"Pyrrolidinium compound, 1-(3,4-dichlorobenzyl)-1-methyl-2-(3-pyridyl)--- chloride",-,-,1,-
"Pyrrolidinium compound, 1,1-dimethyl-2-(3-pyridyl)--- bromide",-,-,1,-
"Pyrrolidinium compound, 1,1-dimethyl-2-(3-pyridyl)--- methyl sulfate",-,-,1,-
"Pyrrolidinium compound, 1-dodecyl-1-methyl-2-(3-pyridyl)--- bromide",-,-,1,-
"Pyrrolidinium compound, 1-dodecyl-1-methyl-2-(3-pyridyl)--- chloride",-,-,1,-
"Pyrrolidinium compound, 1-dodecyl-1-methyl-2-(3-pyridyl)--- iodide",-,-,1,-
"Pyrrolidinium compound, 1-dodecyl-1-methyl-2-(3-pyridyl)--- oleate",-,-,1,-
"Pyrrolidinium compound, 1-dodecyl-1-methyl-2-(3-pyridyl)--- thiocyanate",-,-,1,-
"Pyrrolidinium compound, 1-dodecyl-1-methyl-2-(3-pyridyl)--- p-toluenesulfonate",-,-,1,-
"Pyrrolidinium compound, 1,1'-ethylenebis[1-methyl-2-(3-pyridyl)--- dibromide",-,-,1,-
"Pyrrolidinium compound, ethylenealoxy-diethylenebis[1-methyl-2-(3-pyridyl)--- p-toluenesulfonate",-,-,1,-
"Pyrrolidinium compound, 1-hexadecyl-1-methyl-2-(3-pyridyl)--- bromide",-,-,1,-
"Pyrrolidinium compound, 1-hexadecyl-1-methyl-2-(3-pyridyl)--- thiocyanate",-,-,1,-
"Pyrrolidinium compound, 1-hexadecyl-1-methyl-2-(3-pyridyl)--- p-toluenesulfonate",-,-,1,-
"Pyrrolidinium compound, 1-methyl-1-(2,4-dinitrophenyl)-2-(3-pyridyl)--- p-toluenesulfonate",-,-,-,-
"Pyrrolidinium compound, 1-methyl-1-(p-nitrobenzyl)-2-(3-pyridyl)--- thiocyanate",-,-,1,-
"Pyrrolidinium compound, 1-methyl-1-octadecyl-2-(3-pyridyl)--- laurate",-,-,1,-
"Pyrrolidinium compound, 1-methyl-1-octyl-2-(3-pyridyl)--- iodide",-,-,1,-
"Pyrrolidinium compound, 1-methyl-1-octyl-2-(3-pyridyl)--- thiocyanate",-,-,1,-
"Pyrrolidinium compound, 1-methyl-1-octyl-2-(3-pyridyl)--- p-toluenesulfonate",-,-,1,-
"Pyrrolidinium compound, 1,1'-oxydiethylenebis-[1-methyl-3-(3-pyridyl)--- chloride",-,-,1,-
"Pyrrolidinium compound, 1,1'-oxydiethylenebis-[1-methyl-2-(3-pyridyl)--- p-toluenesulfonate",-,-,-,-
"2-Pyrrolidone, 1,5-dimethyl-2-Pyrroline-3-carboxylic acid, 1-amyl-2-methyl-5-oxo-, ethyl ester",2,2,-,-
"2-Pyrroline-3-carboxylic acid, 1-butyl-2-methyl-5-oxo-, ethyl ester",1,1,-,-
"2-Pyrroline-3-carboxylic acid, 1-butyl-2-methyl-5-oxo-, ethyl ester",-,-,1,-
"2-Pyrroline-3-carboxylic acid, 1-sec-butyl-2-methyl-5-oxo-, ethyl ester",2,2,2,-
"2-Pyrroline-3-carboxylic acid, methyl-5-oxo-, ethyl ester",-,-,1,1
"2-Pyrroline-3-carboxylic acid, methyl-5-oxo-, ethyl ester",2,2,3,-
"2-Pyrroline-3-carboxylic acid, oxo-1-propyl-, ethyl ester",2,1,4A,-
"Pyruvaldehyde, diisopropyl-, acetal",-,-,1,-
Pyruvic acid,-,-,1,1
"Pyruvic acid, 2-butoxyethyl ester",3,2,-,-
"Pyruvic acid, cyclohexyl ester",2,3,1,-
"Pyruvic acid, 2-(2-ethoxyethoxy)ethyl ester",-,-,1,1
"Pyruvic acid, ethyl ester",1,-,-,-
"Pyruvic acid, 2-ethylbutyl ester",1,2,-,-
"Pyruvic acid, 4-methylcyclohexyl ester",-,-,1,1
"Pyruvic acid, 6-propylpiperonyl ester",-,-,1,-
"Pyruvic acid, anisoyl-, ethyl ester",-,-,1,1
"Pyruvic acid, benzoyl-, ethyl ester",-,-,1,1
"Pyruvic acid, cyanophenyl-, ethyl ester",-,-,1,-
Quinacrine,-,-,1,1
Quinaldine,-,-,2,1
"Quinaldine, 1-acetyl-1, 2, 3, 4-tetrahydro-",-,-,1,1
"Quinaldine, chloro-",2,2,4A,-
"Quinaldine, alpha-furfurylidene-",-,-,1,1
"Quinaldine, 1, 2, 3, 4-tetrahydro-",-,-,2,-
"Quinaldine, 1, 2, 3, 4-tetrahydro-1-propionyl-",4,2,4A,-
Quinaldinic acid,-,-,-,-
"Quinaldinium compound, 1-allyl-- bromide",-,-,-,-
Quinhydrone,-,-,-,-
Quinoline,-,-,-,-
"Quinoline, 1-acetyl-1, 2, 3, 4-tetrahydro-",4,2,4A,-
"Quinoline, 2-[2, 2-bis(p-dimethylaminophenyl)- ethyl]-",-,-,-,-
"Quinoline, 3-bromo-",-,-,2,-
"Quinoline, 5-bromo-6-methoxy-8-nitro-",-,-,-,-
"Quinoline, 1-[10-(butylethylamino)decyl]-1, 2, 3, 4-tetrahydro-",-,1,-,-
"Quinoline, 1-butyryl-1, 2, 3, 4-tetrahydro-",2,2,4A,-
"Quinoline, 2-chloro-",-,-,3,1
"Quinoline, 7-chloro-4-(diethylaminomethyl-anilino)-, dihydrochloride",-,-,1,-
"Quinoline, 7-chloro-4-(4-diethylamino-1-methylbutylamino)-, diphosphate",-,-,-,-
"Quinoline, 7-chloro-4-(4-diethylamino-1-methylbutylamino)-3-methyl-, disulfate, monohydrate",-,-,1,-
"Quinoline, 7-chloro-4-[3-(1-piperidylmethyl)-4-hydroxyanilino]-, dihydrochloride",-,-,1,-
"Quinoline, decahydro-, cis",-,-,2,-
"Quinoline, 4,5-dichloro-3-methyl-",-,-,1,-
"Quinoline, 4-(3-diethylaminomethyl-4-hydroxyanilino)-6-methyl-, hydrochloride",-,-,1,-
"Quinoline, 2-(p-diethylaminostyryl)-",-,-,-,-
"Quinoline, 4-(N,N-diethyl-4-hydroxyanilino)-6-methoxy-, dihydrochloride",-,-,1,-
"Quinoline, 4-(diethylsulfamyl)decahydro-",-,-,-,-
"Quinoline, 2,4-dimethyl-",-,-,-,-
"Quinoline, 6-methoxy-",-,-,4A,-
"Quinoline, 6-methoxy-8-nitro-",-,-,-,-
"Quinoline, 6-methyl-",-,-,1,-
"Quinoline, 7-methyl-",-,-,-,-
"Quinoline, 8-methyl-",-,-,-,-
"Quinoline, 6-nitro-",-,-,1,-
"Quinoline, 8-nitro-",-,-,1,-
"Quinoline, 2-(1-pentenyl)-",1,-,3,-
"Quinoline, 8-phenylmercurioxy-",-,-,-,-
"Quinoline, 1,2,3,4-tetrahydro-",-,-,1,-
"Quinoline, 1,2,3,4-tetrahydro-1-propionyl-",2,2,4A,-
"4-Quinolimenthanol, 7-chloro-2-(p-chloro-phenyl)-8-methyl-alpha-(2-piperidyl)-",-,-,-,-
"4-Quinolimenthanol, 8-methoxy-2-phenyl-alpha-(2-piperidyl)-",-,-,-,-
"4-Quinolimenthanol, 2-phenyl-alpha-(2-piperidyl)-, dihydrochloride",-,-,-,-
"5-Quinolinesulfonic acid, 8-hydroxy-(hydroxymercuri)-, sodium salt",-,-,-,-
"5-Quinolinesulfonic acid, 8-hydroxy-x-hydroxymercuri-, sodium salt, sodium phosphate complex (1:1 mol ratio)",-,-,-,-
"4(1H)-Quinolmethione, 1-methyl-",-,-,-,-
"Quinoline acid, diethyl ester",2,2,4,-
"Quinoline acid, dimethyl ester",-,-,1,-
"Quinoline acid, dipropyl ester",-,-,2,-
"Quinolinium compound, 1-dodecyl--p-toluenesulfonate",-,-,1,-
"Quinolinium compound, 1-ethyl-- iodide",-,-,-,-
"Quinolinium compound, 1-methyl-- iodide",-,-,1,-
"5-Quinolinol, 6-methoxy-8-nitro-",-,-,-,-
8-Quinolinol,-,-,4A,1
"8-Quinolinol, benzoate",-,-,1,-
"8-Quinolinol, 5-benzyl-",-,-,1,-
"8-Quinolinol, 5-chloro-7-iodo-",-,-,1,-
"8-Quinolinol, 5,7-dilodo-",-,-,1,-
"8-Quinolinol, 2-phenyl-",-,-,1,-
Quinone,-,-,-,-
"Quinone, 2,5-bis(phenylthio)-",-,-,1,-
"Quinone, 2,6-bis(phenylthio)-",-,-,-,-
"p-Quinone, 2,5-bis(1,1,3,3-tetramethylbutyl)-",-,-,1,-
"p-Quinone, 2,5-di-tert-butyl-",-,-,-,-
"p-Quinone, 2,3,5-trichloro-6-phenyl-",-,-,1,-
Quinosol,-,-,-,-
"2,3-Quinoxalinediol",-,-,1,-
"Resins, vinsol",-,-,-,-
Resorcinol,-,-,1,-
"Resorcinol, diacetate",-,-,1,-
"Resorcinol, monoacetate",-,-,1,-
"Resorcinol, 5-amino-2(or-4-)methyl-hydrochloride",-,-,1,-
"Resorcinol, 4-bromo-6-octyl-",-,-,1,-
"Resorcinol, 4-(p-bromophenylazo)-",-,-,1,-
"Resorcinol, 4-chloro-",-,-,1,-
"Resorcinol, 4-chloro-6-decyl-",-,-,1,-
"Resorcinol, 6-chloro-4-(2-ethylhexyl)-",-,-,1,-
"Resorcinol, 4-chloro-6-heptyl-",-,-,1,-
"Resorcinol, 4-chloro-6-tert-octyl-",-,-,1,-
"Resorcinol, 4-(2,5-dichlorophenylazo)-",-,-,1,-
"Resorcinol, di(morpholinomethyl)-",-,-,1,-
"Resorcinol, 2,4-dinitro-",-,-,1,-
"Resorcinol, 4-(2-ethylbutyl)-",-,-,1,-
"Resorcinol, 4-heptyl-",-,-,1,-
"Resorcinol, 4-hexyl-",-,-,1,-
"Resorcinol, 2-(alpha-methylbenzyl)-",-,-,1,-
"Resorcinol, 4-(alpha-methylbenzyl)-",-,-,1,-
"Resorcinol, 4-(p-nitrophenylazo)-",-,-,1,-
"Resorcinol, 4-octyl-",-,-,1,-
"Safrole, 5-[2-(2-butoxyethoxy)ethoxy]methoxymethyl-",-,-,1,-
"Safrole, butyl-",-,-,-,-
"Safrole, dihydro-",1,2,-,-
Salicylaldehyde,1,1,-,-
"Salicylaldehyde, oxime",-,-,1,1
"Salicylaldehyde, semicarbazone",-,-,-,-
"Salicylaldehyde, 3-ethoxy-",-,-,1,1
"Salicylaldehyde, 4-phenyl-3-thiosemicarbazone",-,-,-,-
Salicylamide,2,1,4A,-
"Salicylamide, N-butyl-",-,-,2,1
