MATERIAL,Repellent_cloth_YF,Repellent_skin_YF,Repellent_wash_YF,Repellent_space_YF
"2-Butanone, 4-[p-(dimethylaminophenyl)-",1,-,-,6
"2-Butanone, 3,4-dimorpholin-o-4-phenyl-",1,-,-,-
"2-Butanone, 4-(2-furyl)-",1,-,-,-
"2-Butanone, 4-(4-hydroxy-3,5-diisopropylphenyl)-",1,-,-,-
"2-Butanone, 4-[p-(2-hydroxyethoxy)phenyl]-, acetate",1,-,-,6
"2-Butanone, 4-(4-hydroxy-3-methoxyphenyl)-",1,-,-,6
"2-Butanone, 4-(4-hydroxy-3-methoxyphenyl)-, acetate",1,-,-,6
"2-Butanone, 4-(4-hydroxy-3-methoxyphenyl)-, propionate",1,-,-,3
"2-Butanone, 3-hydroxy-3-methyl-",1,-,-,-
"2-Butanone, 3-hydroxy-3-methyl-, benzotate",1,-,-,1
"2-Butanone, 3-hydroxy-3-phenyl-",1,-,-,-
"2-Butanone, 4-(Ï-hydroxyphenyl)-",4,-,1,-
"2-Butanone, 4-(Ï-hydroxyphenyl)-, acetate",1,-,-,6
"2-Butanone, 4-(p-hydroxyphenyl)-",1,-,-,-
"2-Butanone, 4-(p-hydroxyphenyl)-, acetate",1,-,-,-
"2-Butanone, 4-(p-hydroxyphenyl)-, phenylhydrazone",-,-,-,-
"2-Butanone, 4-(p-hydroxyphenyl)-, propionate",1,-,-,-
"2-Butanone, 4-[(p-hydroxyphenyl)thio]-",1,-,-,-
"2-Butanone, 4-[(p-hydroxyphenyl)thio]-, acetate",1,-,-,-
"2-Butanone, 4-(5-isopropenyl-2-methyl-l-cyclopenten-1-yl)-",1,-,-,-
"2-Butanone, 4-(Ï-methoxyphenyl)-",1,-,-,-
"2-Butanone, 3-methyl-, thiosemicarbazone",1,-,-,-
"2-Butanone, 3-methyl-4-phenyl-",1,-,-,-
"2-Butanone, 3-methyl-4-p-tolyl-",2,-,-,-
"2-Butanone, 4-(phenylsulfinyl)-",1,-,-,-
"2-Butanone, 4-(phenylthio)-",-,-,-,-
"2-Butanone, 4-o-tolyl-",1,-,-,-
"2-Butanone, 4-p-tolyl-",2,-,-,-
"2-Butanone, 4-(2,4,6-trimethylcyclohexyl)-",1,-,-,-
"2-Butanone, 4-(2,4-xylyl)-",2,-,-,-
"2-Butene-1,4-diamine, N,N,N',N'-tetramethyl-",-,-,-,-
3-Butenoic acid,1,-,-,-
"3-Butenoic acid, 6-bronopiperonyl ester",-,-,-,-
"3-Butenoic acid, 5-norbornen-2-ylmethyl ester",-,-,-,-
"2-Buten-1-ol, 1-(Ï-methoxyphenyl)-",1,-,-,-
"2-Buten-1-ol, 3-phenyl-",3,-,-,-
"3-Buten-1-ol, 1-(Ï-chlorophenyl)-",1,-,-,-
"3-Buten-lol, 1-(Ï-chlorophenyl)-, formate",2,-,-,7
"3-Buten-lol, 1-p-cumenyl",2,-,-,8
"3-Buten-lol, 1-p-cumenyl-, acetate",1,-,-,7
"3-Buten-lol, 1-(2,3-dimethoxyphenyl)-",1,-,-,7
"3-Buten-lol, 1-(2,3-dimethoxyphenyl)-, acetate",1,-,-,7
"3-Buten-lol, 3-methyl-l-[3,4-(methylenedioxy)-phenyl]-",2,-,-,8
"3-Buten-lol, 3-methyl-l-[3,4-(methylenedioxy)-phenyl]-, acetate",1,-,-,8
"3-Buten-lol, 3-methyl-l-[3,4-(methylenedioxy)-phenyl]-, propionate",1,-,-,8
"3-Buten-2-l, 4-(3-cyclohexen-l-yl)-",2,-,-,-
"3-Buten-2-l, 1-methoxy",1,-,-,-
"3-Buten-2-l, 4-(p-methoxyphenyl)-",1,-,-,-
"3-Buten-2-l, 2-methyl",1,-,-,-
"3-Buten-2-l, 4-(2,6,6-trimethyl-l-cyclohexen-l-yl)-",1,-,-,-
"3-Buten-2-one, 4-p-cumenyl",1,-,-,6
"3-Buten-2-one, 4-cyclohexyl",1,-,-,-
"3-Buten-2-one, 4-(4-hydroxy-3-methoxyphenyl)-, phenylhydrozone",1,-,-,-
"3-Buten-2-one, 4-(Ï-hydroxyphenyl)-",1,-,-,-
"3-Buten-2-one, 4-(p-hydroxyphenyl)-",1,-,-,-
"3-Buten-2-one, 4-(p-hydroxyphenyl)-, oxime",1,-,-,-
"3-Buten-2-one, 4-(p-hydroxyphenyl)-, phenylhydrozone",1,-,-,-
"3-Buten-2-one, 4-(Ï-methoxyphenyl)-",1,-,-,6
"3-Buten-2-one, 4-(1-methyl-3-cyclohexen-l-yl)-",2,-,-,-
"3-Buten-2-one, 4-[3,4-(methylenedioxy)phenyl]-",1,-,-,6
"3-Buten-2-one, 4-(5-nitro-2-furyl)-",1,-,-,-
"3-Buten-2-one, 4-(2-norbornyl)-",2,-,-,-
"3-Buten-2-one, 4-o-tolyl",1,-,-,6
"3-Buten-2-one, 4-(2,4,6-trimethyl-3-cyclohexen-l-yl)-",1,-,-,-
"3-Buten-2-one, 4-(2,6,6-trimethyl-1-cyclohexen-l-yl)",1,-,-,-
"3-Buten-2-one, 4-(2,4-xylyl)-",1,-,-,7
"1-Buten-3-yne, 2-methyl-",1,-,-,-
"Butylamine, N-benzylidene-1,1,3,3-tetramethyl-",1,-,-,-
"Butylamine, N-tert-butyl-1-ethynyl-",1,-,-,-
"Butylamine, N-(2-chloroethyl)-N,1-diethyl-",1,-,-,-
"butylamine, N,N,1,1,3,3-hexamethyl-",1,-,-,-
tert-butylamine,-,-,-,-
"tert-Butylamine, hexafluorophosphate",-,-,-,-
"1-Butyne, 3-chloro-3-methyl-",1,-,-,-
"2-Butyne-1,4-diamine, N,N'-bis(1,1,3,3-tetramethylbutyl)-",1,-,-,-
"2-Butyne-1,4-diamine, N,N,N',N'-tetraethyl-",-,-,-,-
"2-Butyne-1,4-diamine, N,N,N',N'-tetramethyl-",-,-,-,-
"2-Butyne-1,4-diol, diacetate",1,-,-,-
"2-Butyne-1,4-diol, dicarbanilate",1,-,-,-
3-Butyn-1-ol,1,-,-,-
"3-Butyn-2-ol, carbanilate",1,-,-,-
"3-Butyn-2-ol, 2-methyl-",1,-,-,-
"3-Butyn-2-ol, 2-methyl-, acetate",1,-,-,-
"3-Butyn-2-ol, 2-methyl-, carbanilate",1,-,-,-
"3-Butyn-2-ol, 2-phenyl-",1,-,-,-
"butyraldehyde, thiosemicarbazone",1,-,-,-
"butyraldehyde, 3-ethoxy-2-oxo- (56-percent aqueous solution)",-,-,-,-
"butyraldehyde, 3-methoxy- (50-percent solution)",1,-,-,-
"Butyraldehyde, 3-methoxy-, dimethyl acetal",1,-,-,-
"outstanding, 3-(2-methoxyethoxy)-2-oxo-, compound with sodium bisulfite",-,-,-,-
"outyramide, N-tert-butyl-",1,-,-,-
"Butyramide, N-butyl-3-methyl-",5,-,1,7
"butyramide, N-sec-butyl-3-methyl-",1,-,-,6
"butyramide, N-butylthio-",5,-,1,-
"butyramide, N-(1-cyanocyclohexyl)-N-methyl-",1,-,-,-
"butyramide, N-cyclohexyl-3-methyl-",1,-,-,6
"butyramide, N,N-dibutyl-3-methyl-",1,-,-,7
"butyramide, N,N-diethyl-3-methyl-",1,-,-,8
"butyramide, 2,4-dihydroxy-3,3-dimethyl-N-(4-phenylbutyl)-",-,-,-,-
"butyramide, N,N-dilsobutyl-3-methyl-",1,-,-,7
"butyramide, N,N-dilisopropyl-3-methyl-",1,-,-,8
"butyramide, N-(3,4-dimethoxyphenethyl)-",1,-,-,-
"butyramide, 2,3-epoxy-3-phenyl-",-,-,-,-
"butyramide, N-(2-hydroxyethyl)-",1,-,-,-
"dutyramide, N-isobutyl-3-methyl-",2,-,-,6
"butyramide, N-(3-methoxypropyl)-",1,-,-,-
"butyramide, 3-methyl-N,N-dioctyl-",1,-,-,-
"butyramide, 3-methyl-N,N-dipropyl-",1,-,-,8
"butyramide, N-phenethyl-",1,-,-,-
"butyramide, N,N,2-triethyl-",1,-,-,8
"butyramilide, N-butyl-3-methyl-",1,-,-,6
"butyramilide, 4'-chloro-3-methyl-",1,-,-,6
"butyramilide, 3',4'-dichloro-",1,-,-,6
"butyramilide, 2'-nitro-",3,-,-,7
"butyric acid, 4-allyl-2-methoxyphenyl ester-",1,-,-,7
"butyric acid, 2-(allyloxy)-1-(chloromethyl)ethyl ester-",1,-,-,8
"butyric acid, 2-bornyl ester-",1,-,-,-
"butyric acid, 4-tert-butyl-2-(Î±-methylbenzyl)phenyl ester",N/A,N/A,N/A,N/A
"butyric acid, 2-(Ï-sec-butylphenoxy)-1-methylethyl ester",N/A,N/A,N/A,N/A
"butyric acid, 2-(Ï-sec-butylphenoxy)-1-methylethyl ester",N/A,N/A,N/A,N/A
"butyric acid, 2-(Ï-tert-butylphenoxy)-1-methylethyl ester",N/A,N/A,N/A,N/A
"butyric acid, Ï-chlorobenzyl ester",N/A,N/A,N/A,N/A
"butyric acid, Ï-chlorobenzyl ester",N/A,N/A,N/A,N/A
"butyric acid, 2-(Ï-chlorophenoxy)-1-methylethyl ester",N/A,N/A,N/A,N/A
"butyric acid, 1,4-cyclohexylenedimethylene ester",N/A,N/A,N/A,N/A
"butyric acid, trans-1,2-cyclopentylene ester",N/A,N/A,N/A,N/A
"butyric acid, cyclopentyl ester",N/A,N/A,N/A,N/A
"Butyric acid, decyl ester",N/A,N/A,N/A,N/A
"butyric acid, 2,3-dibromo-1,1-dimethylpropyl ester",N/A,N/A,N/A,N/A
"Butyric acid, 2,3-dibromopropyl ester",N/A,N/A,N/A,N/A
"Butyric acid, 2,4-dichlorobenzyl ester",N/A,N/A,N/A,N/A
"Butyric acid, 3,4-dichlorobenzyl ester",N/A,N/A,N/A,N/A
"butyric acid, 2,4-dimethylbenzyl ester",N/A,N/A,N/A,N/A
"Butyric acid, 3,4-dimethylbenzyl ester",N/A,N/A,N/A,N/A
"Butyric acid, (4,4-dimethyl-m-dioxan-5-yl)methyl ester",N/A,N/A,N/A,N/A
"Butyric acid, 4-(2,2-dimethyl-1,3-dioxolan-4-yl)-butyl ester",N/A,N/A,N/A,N/A
"butyric acid, 2,2-dimethylpentyl ester",N/A,N/A,N/A,N/A
"Butyric acid, 2,2-dimethyltrimethylene ester",N/A,N/A,N/A,N/A
"Butyric acid, 2,3-epoxypropyl ester",N/A,N/A,N/A,N/A
"Butyric acid, ester with dimethyl (2,2,2-trichloro-1-hydroxyethyl)phosphonate",1,-,-,7
"Butyric acid, ester with ethyl 3-hydroxycrotonate",1,-,-,6
"Butyric acid, ester with 4-(p-hydroxyphenyl)-2-butanone",1,-,-,6
"Butyric acid, ester with methyl p-hydroxybenzoate",1,-,-,6
"Butyric acid, a-ethylbenzyl ester",1,-,-,6
"Butyric acid, 2-(ethylthio)ethyl ester",1,-,-,7
"Butyric acid, furfuryl ester",1,-,-,6
"Butyric acid, furfurylidene ester",1,-,-,6
"Butyric acid, heptyl ester",1,-,-,6
"Butyric acid, 2,4-hexadienyl ester",1,-,-,6
"Butyric acid, m-hydroxybenzylidene ester, propionate",1,-,-,6
"Butyric acid, p-hydroxybenzylidene ester, acetate",1,-,-,6
"Butyric acid, p-hydroxybenzylidene ester, propionate",1,-,-,6
"Butyric acid, 4-isopropylcyclohexyl ester",1,-,-,6
"Butyric acid, 3-methoxybutyl ester",1,-,-,8
"Butyric acid, 2-methoxy-4-propenylphenyl ester",1,-,-,6
"Butyric acid, m-methylbenzyl ester",1,-,-,6
"Butyric acid, 1-methyl-2-phenoxyethyl ester",1,-,-,6
"Butyric acid, 1-methyl-3-(tetrahydro-2-furyl)propyl ester",2,-,-,6
"Butyric acid, 1-naphthylmethyl ester",1,-,-,6
"Butyric acid, 5-nitrofurfurylidene ester",1,-,-,6
"Butyric acid, 5-norbornen-2-ylmethyl ester",1,-,-,6
"Butyric acid, 3-(3-phenoxypropoxy)propyl ester",1,-,-,6
"Butyric acid, a-propyldenzyl ester",1,-,-,8
"Butyric acid, 2-propylneptyl ester",1,-,-,6
"Butyric acid, 2-propynyl ester",1,-,-,6
"Butyric acid, 3-(tetrahydro-2-furyl)propyl ester",1,-,-,6
"Butyric acid, 3-(tetrahydro-2-furyl)-1-[2-(tetrahydro-2-furyl)ethyl]propyl ester",1,-,-,6
"Butyric acid, Ï-(1,1,3,3-tetramethylbutyl) phenyl ester",1,-,-,-
"Butyric acid, 2,2,4,4-tetramethyl-1,3-cyclobutylene ester",1,-,-,-
"Butyric acid, thymyl ester",1,-,-,-
"Butyric acid, 1,3,3-trimethyl-2-norbornyl ester",1,-,-,-
"Butyric acid, 2,2,4-trimethylpentyl ester",1,-,-,-
"Butyric acid, 10-undecenyl ester",1,-,-,-
"Butyric acid, undecyl ester",1,-,-,-
"Butyric acid, vinyl ester",1,-,-,-
"Butyric acid, 2-acetyl-3-methyl-, ethyl ester",1,-,-,-
"Butyric acid, 2-amino-4-(ethylthio)-",1,-,-,-
"Butyric acid, 2-amino-4-(methylsulfinyl)-",1,-,-,-
"Butyric acid, 4-[Ï-[bis(2-chloroethyl) amino]phenyl]-",1,-,-,-
"Butyric acid, 2-bromo-, allyl ester",1,-,-,-
"Butyric acid, 2-bromo-, benzyl ester",1,-,-,-
"Butyric acid, 2-bromo-, 2-butyxethyl ester",1,-,-,-
"Butyric acid, 2-bromo-, butyl ester",1,-,-,-
"Butyric acid, 2-bromo-, 2-chloroethyl ester",1,-,-,-
"Butyric acid, 2-bromo-, cyclohexyl ester",1,-,-,-
"Butyric acid, 2-bromo-, cyclopentyl ester",1,-,-,-
"Butyric acid, 2-bromo-, ethylene ester",1,-,-,-
"Butyric acid, 2-bromo-, 1-ethylpentyl ester",1,-,-,-
"Butyric acid, 2-bromo-, 1-ethylpropyl ester",1,-,-,-
"Butyric acid, 2-bromo-, hexyl ester",1,-,-,-
"Butyric acid, 2-bromo-, isopropyl ester",1,-,-,-
"Butyric acid, 2-bromo-, 3-methoxybutyl ester",1,-,-,6
"Butyric acid, 2-bromo-, 2-methoxyethyl ester",1,-,-,-
"Butyric acid, 2-bromo-, propyl ester",1,-,-,-
"Butyric acid, 2-bromo-, tetrahydrofurfuryl ester",3,-,-,-
"Butyric acid, 2-bromo-3-methyl-",2,-,-,-
"Butyric acid, 4-(Î±-carboxy-o-tolyl)-",1,-,-,-
"Butyric acid, 4-(Î±-carboxy-o-tolyl)-, dimethyl ester",1,-,-,-
"Butyric acid, 2-chloro-4-hydroxy-3,3-dimethyl-, Î³-lactone",1,-,-,-
"Butyric acid, 2-[((diethoxyphosphinothioyl)amino]-ethyl ester",1,-,-,-
"Butyric acid, 2,4-dihydroxy-3,3-dimethyl-, Î³-lactone",1,-,-,-
"Butyric acid, 3,3-dimethyl-",1,-,-,8
"Butyric acid, 2,3-dioxo-, ethyl ester, 2-0-methyloxime",1,-,-,-
"Butyric acid, 2-ethyl-, allyl ester",1,-,-,-
"Butyric acid, 2-ethyl-, benzyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 2-bromoethyl ester",1,-,-,7
"Butyric acid, 2-ethyl-, 2-(2-butoxyethoxy)ethyl ester",1,-,-,-
"Butyric acid, 2-ethyl-, 2-butoxyethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, sec-butyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 2-(Ï-sec-butylphenoxy)-1-methylethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 2-(Ï-sec-butylphenoxy)-1-methylethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 2-(Ï-tert-butylphenoxy)-1-methylethyl ester",1,-,-,-
"Butyric acid, 2-ethyl-, 2-chloroethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 2-(Ï-chlorophenoxy)-1-methylethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, cyclohexyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, cyclopentyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 2-ethoxyethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, ethyl ester",1,-,-,-
"Butyric acid, 2-ethyl-, 4-ethyl-l-methyloctyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, l-ethylpentyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, l-ethylpropyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, heptamethylene ester",1,-,-,-
"Butyric acid, 2-ethyl-, heptyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, hexyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, isobutyl ester",1,-,-,7
"Butyric acid, 2-ethyl-, isopentyl ester",1,-,-,7
"Butyric acid, 2-ethyl-, 2-isopropylcyclohexyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, isopropyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 3-methoxybutyl ester",1,-,-,7
"Butyric acid, 2-ethyl-, 2-(2-methoxyethoxy)ethyl ester",2,-,-,6
"Butyric acid, 2-ethyl-, 2-methoxyethyl ester",1,-,-,7
"Butyric acid, 2-ethyl-, 2-methoxy-l-methylethyl ester",1,-,-,7
"Butyric acid, 2-ethyl-, 2-methylcyclohexyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 1-methyl-2-phenoxyethyl ester",1,-,-,-
"Butyric acid, 2-ethyl-, 1-methyl-3-(tetrahydro-2-furyl)propyl ester",1,-,-,-
"Butyric acid, 2-ethyl-, octyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, pentyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, phenethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 2-phenoxyethyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, 3-phenylpropyl ester",1,-,-,6
"Butyric acid, 2-ethyl-, propyl ester",1,-,-,7
"butyric acid, 2-ethyl-, tetrahydrofurfuryl ester",1,-,-,6
"butyric acid, 2-ethyl-, 3-(tetrahydro-2-furyl)propyl ester",1,-,-,-
"Butyric acid, 2-ethyl-, 10-undecenyl ester",1,-,-,-
"Butyric acid, 3-hydroxy-",1,-,-,7
"butyric acid, 3-hydroxy-3-methyl-4-phenyl-, butyl ester",1,-,-,6
"Butyric acid, 3-hydroxy-3-methyl-4-phenyl-, ethyl ester",4,-,1,-
"butyric acid, 2-hydroxy-4-phenyl-, ethyl ester",4,-,-,-
"butyric acid, 2-hydroxy-4-phenyl-, methyl ester",4,-,-,2
"butyric acid, 3-hydroxy-4-phenyl-, ethyl ester",2,-,-,6
"butyric acid, 3-hydroxy-3-phosphono-, P,P-bis(p-chlorophenyl) ethyl ester",-,-,-,-
"butyric acid, 4-hydroxy-2-piperonyl-, Î³-lactone",1,-,-,-
"butyric acid, 3-(Ï-methoxyphenoxy)-, propyl ester",1,-,-,8
"butyric acid, 3-piperonyl-",1,-,-,6
"butyric acid, 3-piperonyl-, ethyl ester",1,-,-,6
"butyronitrile, 4-(4,6-diamino-s-triazin-2-yl)-2-[2-(4,6-diamino-s-triazin-2-yl)ethyl]-2-phenyl-",-,-,-,-
"butyronitrile, 4-(diethylamino)-",1,-,-,9
"butyronitrile, 4-(octylsulfinyl)-",1,-,-,-
"butyronitrile, 4-(octylthio)-",1,-,-,-
"butyronitrile, 2,2,4-trichloro-",1,-,-,-
"butyrophenone, 2-(1-aziridinyl)-2-methyl-",1,-,-,-
"butyrophenone, 4',5'--(methylenedioxy)-2'-propyl-",1,-,-,-
"butyrophenone, 4,4,4,4'-tetrachloro-3-hydroxy-",1,-,-,-
"butyrophenone, 4,4,4-trichloro-3-hydroxy-",1,-,-,-
"butyrophenone, 4,4,4-trichloro-3-hydroxy-4'-methoxy-",1,-,-,-
"butyrophenone, 2',4',5'-trihydroxy-",1,-,-,-
"Caffeine, tetrahydro-",1,-,-,-
"Caffeine, 8,8'-tetramethylenedi-",-,-,-,-
Calcium oleate,1,-,-,-
Calcium ricinoleate,1,-,-,-
"Canphor, oxime",1,-,-,-
"Carbamic acid, 3-chloro-1-ethyl-1-ethynylallyl ester",1,-,-,-
"Carbamic acid, 1-ethynyl-1-methylallyl ester",1,-,-,-
"Carbamic acid, 2-fluoroethyl ester",-,-,-,-
"Carbamic acid, 2-hydroxyethyl ester",1,-,-,-
"Carbamic acid, 2-hydroxypropyl ester",1,-,-,-
"Carbamic acid, 2-mercaptoethyl ester, S-ester with O,O-diethyl phosphorodithioate",-,-,-,-
"Carbamic acid, 2-mercaptoethyl ester, S-ester with O,O-dimethyl phosphorodithioate",-,-,-,-
"Carbamic acid, 2-[(mercaptomethyl)thio]ethyl ester, S-ester with O,O-dimethyl phosphorodithioate",-,-,-,-
"Carbamic acid, phenyl ester",-,-,-,-
"Carbamic acid, 2,2,2-trifluoroethyl ester",-,-,-,-
"Carbamic acid, [bis(1-aziridinyl)phosphinyl]-, benzyl ester",-,-,-,-
"Carbamic acid, [bis(1-aziridinyl)phosphinyl]-, ethyl ester",-,-,-,-
"Carbamic acid, [bis(2,2-dimethyl-1-aziridinyl)-phosphinyl]-, ethyl ester",-,-,-,-
"Carbamic acid, bis(2-hydroxyethyl)-, 2-hydroxyethyl ester",1,-,-,-
"Carbamic acid, butyl-, 2-[(mercaptomethyl)thio]ethyl ester, S-ester with O,O-dimethyl phosphorodithioate",-,-,-,-
"Carbamic acid, butyldithio-, sodium salt (30-percent solution)",1,-,-,-
"Carbamic acid, (2-chloroethyl)-, dodecyl ester",1,-,-,-
"Carbamic acid, diethyl-, anhydride with diethyl phosphate",-,-,-,-
"Carbamic acid, diethyl-, anhydride with ethyl ethylphosphonate",-,-,-,-
"Carbamic acid, diethyl-, 2,4-dimethylbenzyl ester",-,-,-,1
"Carbamic acid, diethyl-, [2,2-dimethyl-3-(2-methylpropenyl)cyclopropyl]methyl ester",-,-,-,1
"Carbamic acid, diethyl-, ester with 5-bromosalicylaldehyde",-,-,-,2
"Carbamic acid, diethyl-, ester with N,N-diethyl-m-hydroxybenzamide",-,-,-,1
"Carbamic acid, diethyl-, 2-[ethyl(1-propylbutyl)-anino]ethyl ester (crude)",-,-,-,1
"Carbamic acid, diethyl-, p-menth-3-yl ester",-,-,-,1
"Carbamic acid, diethyl-, m-methylbenzyl ester",-,-,-,1
"Carbamic acid, diethyl-, 1,3,3-trimethyl-2-norbornyl ester",-,-,-,1
"Carbamic acid, diethyldithio-, anhydrosulfide with p-chlorothiobenzenesulfonic acid",-,-,-,1
"Carbamic acid, diethyldithio-, anhydrosulfide with O,O-dissopropyl phosphorodithioate",-,-,-,-
"Carbamic acid, diethyldithio-, diester with 2,2-oxydiethanethiol",-,-,-,1
"Carbamic acid, diethyldithio-, ester with 2-(pentachlorophenoxy)ethyl mercaptoacetate",-,-,-,1
"Carbamic acid, diethyldithio-, 2-hydroxyethyl ester",-,-,-,1
"Carbamic acid, dimethyl-,?-(dimethylamino)-Î±-tolyl ester, hydrochloride",-,-,-,-
"Carbamic acid, dimethyl-, 2,6-dimethyl-4-pyridyl ester",-,-,-,-
"Carbamic acid, dimethyl-, ester with 3-hydroxy-5,5-dimethyl-2-cyclohexen-1-one",-,-,-,1
"Carbamic acid, dimethyl-, 2-hydroxyethyl ester, O-ester with O,O-diethyl phosphorothioate",-,-,-,-
"Carbamic acid, dimethyl-, 1-isopropyl-3-methylpyrazol-5-yl ester",-,-,-,-
"Carbamic acid, dimethyl-, 6-methyl-2-propyl-4-pyrimidinyl ester",-,-,-,-
"Carbanic acid, dimethyl-, 3-methylpyrazol-5-yl ester (crude)",-,-,-,-
"Carbanic acid, dimethyl-, tetrahydrofurfuryl ester",2,-,-,-
"Carbanic acid, dimethyldithio-, ester with 2-mercaptoacetamide",-,-,-,-
"Carbanic acid, dodecyl-, ester with 1,2-propanediol",1,-,-,-
"Carbanic acid, dodecyl-, 2-hydroxyethyl ester",1,-,-,-
"Carbanic acid, ethyl-, ester with butyl lactate",1,-,-,-
"Carbanic acid, ethyl-, 2-[(mercaptomethyl)thio]ethyl ester, S-ester with 0,0-dimethyl phosphorodithioate",-,-,-,-
"Carbanic acid, ethylenebis[dithio-, bis(p-chlorobenzyl) ester",1,-,-,-
"Carbanic acid, ethylenebis[dithio-, bis(3,4-dichlorobenzyl) ester",1,-,-,-
"Carbanic acid, ethylenebis[dithio-, bis(2-methylallyl) ester",1,-,-,-
"Carbanic acid, ethylenebis[dithio-, diacetonyl ester",-,-,-,-
"Carbanic acid, ethylenebis[dithio-, dibenzyl ester",1,-,-,-
"Carbanic acid, ethylenebis[dithio-, diester with mercaptoacetic acid, diethyl ester",-,-,-,-
"Carbanic acid, ethylenedi-, bis(2-hydroxyethyl) ester",1,-,-,-
"Carbanic acid, (2-ethylhexyl)dithio-, sodium salt (30-percent solution)",1,-,-,-
"Carbanic acid, ethyl(a-phosphonobenzyl)-, triethyl ester",-,-,-,-
"Carbanic acid, furfuryl-, isopropyl ester",3,-,-,-
"Carbanic acid, hexadecyl-, ester with 1,2-propanediol",1,-,-,-
"Carbanic acid, (2-hydroxyethyl)-, 2-hydroxyethyl ester",1,-,-,-
"Carbanic acid, (2-hydroxytrimethylene)bis[dithio-, diester with ethyl 2-mercaptoacetic",1,-,-,-
"Carbanic acid, (2-hydroxytrimethylene)bis(dithio-diester with methyl 2-mercaptoacetate",1,-,-,-
"Carbanic acid, isopentyl-, 2-hydroxyethyl ester",1,-,-,-
"Carbanic acid, (mercaptoacetyl), ethyl ester, S-ester with O,O-diethyl phosphorodithioate",-,-,-,-
"Carbanic acid, (2-mercaptoethyl), ethyl ester, S-ester with O,O-dimethyl phosphorodithioate",-,-,-,-
"Carbanic acid, methyl-, Ï-(allyloxy)phenyl ester",-,-,-,-
"Carbanic acid, methyl-, benzol[ ]thien-4-yl ester",-,-,-,-
"Carbanic acid, methyl-, butyl ester",2,-,-,-
"Carbanic acid, methyl-, 5-sec-butyl-2-chlorophenyl ester",-,-,-,-
"Carbanic acid, methyl-, 5-tert-butyl-2-chlorophenyl ester",-,-,-,-
"Carbanic acid, methyl-, sec-butylphenyl ester (a mixture of isomers)",-,-,-,-
"Carbanic acid, methyl-, 2-, 4-, and 6-chloro-m-cumenyl esters (a mixture of isomers)",1,-,-,-
"Carbanic acid, methyl-, 6-chloro-m-cumenyl ester",-,-,-,-
"Carbanic acid, methyl-, 6-chloro-3,4-xylyl ester",-,-,-,-
"Carbanic acid, methyl-, m-cumenyl ester",-,-,-,-
"Carbanic acid, methyl-, Ï-cumenyl ester",-,-,-,-
"Carbanic acid, methyl-, 4-(diallylamino)-3,5-xylyl ester",-,-,-,-
"Carbanic acid, methyl-, 2,3-dhydro-2,2-dimethyl-7-benzofuranyl ester",-,-,-,-
"Carbanic acid, methyl-, 3,5-disopropylphenyl ester",-,-,-,-
"Carbanic acid, methyl-, 3-(dimethylamino)-Ï-tolyl ester",-,-,-,-
"Carbanic acid, methyl-, 4-(dimethylamino)-m-tolyl ester",-,-,-,-
"Carbanic acid, methyl-, 4-(dimethylamino)-3,5-xylyl ester",-,-,-,-
"Carbanic acid, methyl-, ester with salicylaldehyde, diethyl mercaptal",-,-,-,-
"Carbanic acid, methyl-, Ï-isopropoxyphenyl ester",-,-,-,-
"Carbanic acid, methyl-, 2-mercaptoethyl ester, S-ester with 0,0-diethyl phosphorodithioate",-,-,-,-
"Carbanic acid, methyl-, 2-mercaptoethyl ester, S-ester with 0,0-dimethyl phosphorodithioate",-,-,-,-
"Carbanic acid, methyl-, 2-[(mercaptoethyl)thio]-ethyl ester, S-ester with 0,0-dimethyl phosphorodithioate",-,-,-,-
"Carbanic acid, methyl-, Ï-[1-(methoxymethyl)allyl]-phenyl ester",-,-,-,-
"Carbanic acid, methyl-, Ï-(1-methylbutyl)phenyl ester",-,-,-,-
"Carbanic acid, methyl-, methyl ester",1,-,-,-
"Carbanic acid, methyl-, 4-(methylthio)-Ï-tolyl ester",-,-,-,-
"Carbanic acid, methyl-, 4-(methylthio)-3,5-xylyl ester",-,-,-,-
