Chemical,Repellent_skin_YF,Repellent_cloth_YF,
4-Heptylresorcinol,N/A,1,
4(6)-Heptylresorcinol-o-acetic acid,N/A,1,
N-Heptyl-p-toluenesulfonamide,1,N/A,
2-Heptynoic acid,N/A,N/A,
"2-Heptynoic acid, allyl ester",2,2,
"2-Heptynoic acid, n-amyl ester",1,N/A,
"2-Heptynoic acid, iso-amyl ester",1,N/A,
"2-Heptynoic acid, 3-butyn-1-yl ester",1,N/A,
"2-Heptynoic acid, cyclohexyl ester",1,N/A,
"2-Heptynoic acid, ethylene glycol benzyl ether ester",1,N/A,
"2-Heptynoic acid, 3-octynyl ester",1,N/A,
"2-Heptynoic acid, propargyl ester",1,N/A,
"2-Heptynoic acid, propyl ester",N/A,N/A,
"Hercosol No. 80 (mixture of fenchone, camphor, and dipentene)",1,N/A,
Hexabromobiphenyl,N/A,1,
Hexachlorobenzene,N/A,N/A,
Hexachlorobutadiene,N/A,3,
"Hexachloro-2,5-cyclohexadien-1-one (Hexachlorophenol)",1,4,
Hexachloroethane,N/A,1,
Hexachloropropylene,N/A,N/A,
"alpha,alpha'-Hexachloro-o-xylene",N/A,1,
"alpha,alpha'-Hexachloro-m-xylene",1,N/A,
"alpha,alpha'-Hexachloro-p-xylene",N/A,1,
Hexacosene-1,N/A,1,
Hexadecane,1,N/A,
"1,16-Hexadecanedicarboxylic acid, diethyl ester",N/A,1,
n-Hexadecane nitrile,1,N/A,
"n-Hexadecanoic acid, butyl ester",1,N/A,
N-Hexadecanoyldibutylamine,1,N/A,
N-Hexadecene,1,N/A,
N-Hexadecyl amido chloromaleic acid,N/A,1,
N-Hexadecyl amido maleic acid,N/A,1,
Hexaethylene glycol,1,N/A,
"Hexahydrobenzoic acid, 3-butyn-1-yl ester",2,4,
"Hexahydrobenzoic acid, butyraldehyde oxime ester",N/A,1,
"Hexahydrobenzoic acid, iso-butyraldehyde oxime ester",N/A,1,
"Hexahydrobenzoic acid, diethylene glycol monoester",1,N/A,
"Hexahydrobenzoic acid, dimethylethylacryl carbinyl ester",3,N/A,
"Hexahydrobenzoic acid, ethyl ester",1,N/A,
"Hexahydrobenzoic acid, 1-ethylcyclohexyl ester",3,N/A,
"Hexahydrobenzoic acid, methyl-iso-butylethynyl carbinyl ester",1,N/A,
"Hexahydrobenzoic acid, methyl-ethylethynyl carbinyl ester",1,N/A,
"Hexahydrobenzoic acid, 2-octynyl-1 ester",1,N/A,
"Hexahydrobenzoic acid, 3-octynyl-1 ester",1,N/A,
p-Hexahydrobenzylcyclohexanol,N/A,1,
Hexahydroisothymol,2,4,
"Hexahydro-2-(p-methoxyphenyl) 1,3-benzodioxole",2,4,
"Hexahydrophthalic acid,diallyl ester",2,N/A,
"Hexahydrophthalic acid, di-iso-amyl ester",2,1,
"Hexahydrophthalic acid, di-n-butyl ester",1,N/A,
"Hexahydrophthalic acid, dicyclohexyl ester",2,1,
"Hexahydrophthalic acid, diethyl ester",3,4,
"Hexahydrophthalic acid, diethyl ester (cis)",4,4,
"Hexahydrophthalic acid, diethyl ester (trans)",4,2,
"Hexahydrophthalic acid, dimethyl ester",3,4,
"Hexahydrophthalic acid, di-n-propyl ester",2,N/A,
"Hexahydrophthalic acid, di-iso-propyl ester",2,4,
cis-Hexahydrophthalic anhydride,2,2,
Hexahydro pseudo ionol,2,4,
Hexahydroresorcinol,N/A,1,
Hexaldehyde glyceryl acetal,4,4,
Hexamethylacetone,1,N/A,
Hexamethylbenzene,N/A,N/A,
Hexamethylene bromide,N/A,1,
"N,N'-Hexamethylene dipiperidine",N/A,1,
Hexamethylene glycol,1,1,
Hexamethylenetetraaine,N/A,1,
"1,2-Hexanediol",2,4,
"1,5-Hexanediol",1,N/A,
"2,5-Hexanediol",2,4,
"(1-Hexenyl)ethylmalonic acid, diethyl ester",1,N/A,
"(1-Hexenyl)methylmalonic acid, diethyl ester",1,N/A,
"Hexpic acid, 2-cyclohexanonyl ester",4,N/A,
n-Hexyl alcohol,N/A,1,
alpha-n-Hexylcinnamaldehyde,3,4,
"h-Hexylcyclohexandiol-1,3",1,N/A,
n-Hexyl diethylene glycol monoether,4,4,
n-Hexyl glyceryl ether,4,4,
"n-Hexylidememalonic acid, diethyl ester",N/A,N/A,
o-n-Hexyloxybenzaldehyde,4,1,
o-n-Hexyloxybenzyl alcohol,2,4,
n-Hexylphenylcarbinol,1,N/A,
Hexyl phenyl ether,1,N/A,
N-sec-Hexyl phthalimide,2,N/A,
h-Hexylresorcinol,1,N/A,
"Hexyn-3-diol-2,5",2,3,
"Hexyn-2-oic acid, cyclohexyl ester",2,4,
Hi-Flash solvent (coal tar fraction),N/A,N/A,
"Hi-Flash solvent, pale yellow",N/A,N/A,
Hippuric acid,N/A,N/A,
"Homophthalic acid, diallyl ester",1,N/A,
"Homophthalic acid, diethyl ester",2,4,
"Homophthalic acid, dimethyl ester",2,4,
"Homophthalic acid, di-n-propyl ester",1,N/A,
"Homoveratric acid, methyl ester",2,N/A,
"Hydrocarpus wightiana acids, mixed ethyl esters",1,N/A,
Hydratropic aldehyde,N/A,N/A,
"Hydroezinecarboxylic acid, ethyl ester",N/A,N/A,
1-Hydrindone,N/A,2,
Hydrindylphenol,N/A,1,
Hydroabitoyl alcohol,N/A,N/A,
m-Hydrobenzoic acid,N/A,N/A,
Hydrocarbon oil,N/A,N/A,
"Hydrocarbon oil, special",N/A,N/A,
Hydrocinnamaldehyde,N/A,3,
Hydrocinnamic acid,N/A,1,
"Hydrocinnamic acid, ethyl ester",N/A,3,
"Hydrocinnamic acid, methyl ester",N/A,3,
"Hydrocinnamic acid, n-propyl ester",2,N/A,
"Hydrocinnamic acid, iso-propyl ester",2,N/A,
Hydrofuranide,N/A,1,
Hydroquinone,N/A,1,
Hydroquinone diethyl ether,N/A,2,
Hydroquinone diphenyl ether,N/A,1,
Hydroquinone monomethyl ether,N/A,N/A,
o-Hydroxyacetamilide,N/A,1,
m-Hydroxyacetamilide,N/A,1,
p-Hydroxyacetamilide,N/A,1,
l-Hydroxy-2-acetonaphthone,N/A,N/A,
o-Hydroxyacetophenone,1,N/A,
p-Hydroxyacetophenone,N/A,1,
p-Hydroxyacetophenone semicarbazone,N/A,N/A,
"alpha-Hydroxy-beta-acetoxy-iso-butyric acid, iso-amyl ester",4,N/A,
"l-Hydroxy-2-acetoxycyclohexyl-acetic acid, ethyl ester",1,N/A,
l-Hydroxy-2-acetoxyindan,N/A,4,
p-Hydroxyazobenzene,N/A,1,
"p-Hydroxyazobenzene-p'-sulfonic acid, sodium salt",N/A,N/A,
o-Hydroxybenzalacetophenone,N/A,1,
m-Hydroxybenzaldehyde,N/A,1,
p-Hydroxybenzoic acid,N/A,1,
"p-Hydroxybenzoic acid, benzyl ester",N/A,1,
"p-Hydroxybenzoic acid, butyl ester",N/A,1,
"4-Hydroxybenzoic acid, 2-(2-ethoxyethoxy)ethyl ester",1,N/A,
"4-Hydroxybenzoic acid, beta-ethoxyethyl ester",1,N/A,
"4-Hydroxybenzoic acid, 2-ethyl-hexyl ester",1,N/A,
"p-Hydroxybenzoic acid, mesityl ester",N/A,1,
"p-Hydroxybenzoic acid, methyl ester",N/A,1,
"p-Hydroxybenzoic acid, propyl ester",N/A,1,
p-Hydroxybenzophenone,N/A,1,
o-Hydroxybenzyl alcohol,N/A,2,
2(4'-Hydroxybenzyl)benzoic acid,N/A,1,
2-Hydroxy-5-benzyibenzoic acid,N/A,1,
h-(o-Hydroxybenzyl)morpholine,N/A,1,
o-Hydroxybiphenyl,N/A,4,
2-Hydroxy-3-bromo-5-benzyl-benzoic acid,N/A,1,
"alpha-Hydroxy-iso-butyric acid, benzyl ester",4,N/A,
"alpha-Hydroxy-iso-butyric acid, bornyl ester",4,N/A,
"3-Hydroxybutyric acid, butyl ester",2,3,
"alpha-Hydroxy-iso-butyric acid, n-butyl ester",2,N/A,
"alpha-Hydroxy-iso-butyric acid, cinnamyl ester",N/A,4,
"alpha-Hydroxy-iso-butyric acid, cresylglyceryl diester",2,4,
"alpha-Hydroxy-iso-butyric acid, cresylglyceryl monoester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, cyclohexyl ester",2,N/A,
"alpha-Hydroxy-iso-butyric acid, dicresylglyceryl ester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, diphenylglyceryl ester",1,N/A,
"beta-Hydroxybutyric acid, ethyl ester",2,4,
"alpha-Hydroxy-iso-butyric acid, ethyl ester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, glyceryl diester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, glyceryl triester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, glyceryl acetate diester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, glyceryl diacetate ester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, methyl ester (a)",N/A,2,
"alpha-Hydroxy-iso-butyric acid, methyl ester (b)",1,N/A,
"alpha-Hydroxy-iso-butyric acid, 4-methylcyclohexyl ester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, 2-mitro-2-methylpropyl ester",2,4,
"alpha-Hydroxy-iso-butyric acid, octyl ester",1,N/A,
"alpha-Hydroxy-iso-butyric acid, 2-phenylethyl ester",4,4,
"alpha-Hydroxy-iso-butyric acid, phenylglyceryl diester",2,2,
"alpha-Hydroxy-iso-butyric acid, phenylpropyl ester",4,N/A,
"alpha-Hydroxy-iso-butyric acid, tetrahydrofurfuryl ester",2,4,
beta-Hydroxybutyrolactone,1,N/A,
o-Hydroxybutyrophenone,2,4,
o-Hydroxy-iso-butyrophenone,1,N/A,
p-Hydroxy-iso-butyrophenone,1,N/A,
"beta-Hydroxy-iso-caprole acid, ethyl ester",2,N/A,
"2-Hydroxycaprylic acid, iso-amyl ester",2,N/A,
"2-Hydroxycaprylic acid, n-butyl ester",4,4,
"2-Hydroxycaprylic acid, n-propyl ester",3,N/A,
"2-Hydroxycaprylic acid, iso-propyl ester",3,N/A,
"5-Hydroxy-2-(chloromethyl)-1,4-hydrone",N/A,1,
"2-Hydroxy-3-chloropropionic acid, ethyl ester",2,3,
"2-Hydroxy-3-chloropropionic acid, methyl ester",2,2,
Hydroxycitronella,4,4,
Hydroxycitronella dimethyl acetal,4,4,
Hydroxycitronella oxime,1,N/A,
Hydroxycitronellaic acid,2,N/A,
Hydroxycitronellol,1,N/A,
"6'-Hydroxy coumarano-2',3':3,2(6-hydroxy-2,3-diphenyl)coumarane",N/A,N/A,
"1-Hydroxycyclohexanecetic acid, iso-amyl ester",4,4,
"1-Hydroxycyclohexanecetic acid, cyclopentyl ester",4,4,
"1-Hydroxycyclohexanecarboxylic acid, acetonyl ester",4,4,
"1-Hydroxycyclohexanecarboxylic acid, 2-butoxyethyl ester",4,4,
"1-Hydroxycyclohexanecarboxylic acid, 2-ethoxyethyl ester",4,4,
"2-Hydroxycyclohexanecarboxylic acid, ethyl ester",2,3,
"1-Hydroxycyclohexanecarboxylic acid, 2-methoxyethyl ester",3,N/A,
"1-Hydroxycyclohexanecarboxylic acid, tetrahydrofurfuryl ester",2,N/A,
2-Hydroxycyclohexanone,N/A,N/A,
"2-Hydroxy-1-cyclohexenylacetic acid and 2-hydroxy-1-cyclohexylidene acetic acid, mixture of lactones",4,N/A,
"1-Hydroxycyclohexylacetic acid, n-butyl ester",4,4,
"1-Hydroxycyclohexylacetic acid, ethyl ester",4,4,
"2-Hydroxy-1-cyclohexylacetic acid, lactone",2,N/A,
"1-Hydroxycyclohexylacetic acid, n-propyl ester",4,2,
"2-Hydroxycyclohexylcarboxylic acid, n-amyl ester",2,4,
"2-Hydroxycyclohexylcarboxylic acid, iso-amyl ester",2,4,
"2-Hydroxycyclohexylcarboxylic acid, 2-ethylbutyl ester",3,N/A,
1-(2-Hydroxycyclohexyl)-2-methylpropanol,N/A,4,
3-(1-Hydroxycyclohexyl)propanol-1,1,N/A,
3-(1-Hydroxycyclohexyl)-2-propen-1-ol,4,2,
"1-Hydroxycyclopentaneacetic acid, cyclohexyl ester",4,N/A,
"1-Hydroxycyclopentanecarboxylic acid, 2-butoxyethyl ester",4,4,
"1-Hydroxycyclopentanecarboxylic acid, tetrahydrofurfuryl ester",3,4,
4-Hydroxydimethyldiphenyl methane,N/A,1,
0-Hydroxydiphenyl sodium salt,N/A,1,
2-Hydroxy-3-ethoxybenzaldehyde,N/A,1,
2-(beta-Hydroxyethoxy)cyclohexanol,2,2,
N-(2-Hydroxyethyl)acetamide,1,N/A,
N-2-Hydroxyethylacetanilide,N/A,1,
beta-Hydroxyethyl o-allyl-p-cresol ether,N/A,3,
beta-Hydroxyethyldodecylamine,N/A,4,
"N-beta-Hydroxyethyl-3,6-endomethylene-1,2,3,6-tetrahydro-phthalimide",N/A,1,
beta-Hydroxyethyl-alpha-hydroxy-iso-butyramide,1,4,
N-Hydroxyethyl lactamide,1,N/A,
beta-Hydroxyethyl p-methyl sulfide,2,4,
N-(beta-Hydroxyethyl)-o-methoxybenzamide,1,N/A,
"N-beta-Hydroxyethyl-1-methyl-1,2,3,6-tetrahydrophthalimide",2,1,
"3-Hydroxy-1-ethyloctanoic acid, allyl ester",2,4,
"3-Hydroxy-1-ethyloctanoic acid, methyl ester",1,N/A,
"3-Hydroxy-1-ethyloctanoic acid, propyl ester",1,N/A,
"3-Hydroxy-1-ethyl-1-octenoic acid, allyl ester",1,N/A,
"3-Hydroxy-1-ethyl-1-octenoic acid, methyl ester",2,4,
"3-Hydroxy-1-ethyl-1-octenoic acid, propyl ester",2,4,
"N-2-Hydroxy-ethyl-N-phenyl-glycine, lactone",N/A,1,
N-(2-Hydroxyethyl) phthalimide,N/A,2,
"N-beta-Hydroxyethyl-1,2,3,6-tetrahydrophthalimide",N/A,1,
"2-Hydroxy-3-ethylvaleric acid, dodecyl ester",1,N/A,
"2-Hydroxy-3-ethylvaleric acid, octyl ester",1,N/A,
3-Hydroxy-4-hexanone,1,N/A,
"5-Hydroxy-2-hydroxymethyl-1,4-pyrone (Kojic acid)",N/A,1,
Hydroxylamine hydrochloride,N/A,N/A,
2-Hydroxy-3-methoxybenzaldehyde,2,4,
5-(2-Hydroxy-3-methoxybenzylidene)-2-thio-4-thiazolidone,N/A,N/A,
4-Hydroxy-3-methoxystyryl methyl ketone,N/A,1,
N-(4-Hydroxy-3-methoxythiobenzoyl)morpholine,N/A,1,
"beta-Hydroxy-beta-methyladipic acid, gamma-lactone cyclohexyl ester",2,N/A,
"beta-Hydroxy-beta-methyl adipic acid, gamma-lactone methyl ester",1,N/A,
N-Hydroxymethylbenzamide,N/A,1,
1-Hydroxy-2-methyl-3-butanoine,1,N/A,
1-(2-Hydroxy-3-methylbutyl)-2-(1-hydroxy-2-methylpropyl) benzene,N/A,1,
2-Hydroxy-4-methyl-5-chlorocinnamic acid,N/A,1,
1-Hydroxymethylcyclohexanol,N/A,1,
Hydroxymethylene camphor,N/A,1,
1-Hydroxymethylethyl-1-cyclohexanol (crystalline),2,1,
1-Hydroxymethyl-ethynyl-1-cyclohexanol (non-crystalline portion),4,N/A,
"alpha-Hydroxy-alpha-methylglutaric acid, gamma-lactone, propyl ester",3,N/A,
"2-Hydroxymethyl-4,5-hydroxy-tetrahydropyran",1,N/A,
N-(1-Hydroxymethyl)-1-methyl ethylacetamide,N/A,1,
4-Hydroxy-4-methyl-2-pentanone,1,N/A,
N-(1-Hydroxymethyl)propyl acetate,1,N/A,
3-Hydroxy-2-naphthoic acid,N/A,2,
"3-Hydroxy-2-naphthoic acid, n-aryl ester",1,N/A,
"3-Hydroxy-2-naphthoic acid, n-butyl ester",1,N/A,
"3-Hydroxy-2-naphthoic acid, n-propyl ester",1,N/A,
"2-Hydroxy-1,4-naphthoquinone",N/A,1,
"7-Hydroxyoctanoic acid, ethyl ester",2,N/A,
2-Hydroxy-5-tert-octyldiphenyl,1,N/A,
"2'-Hydroxy-2,4,4,7,4'-pentamethylflavan",N/A,1,
alpha-Hydroxyphenazine,N/A,1,
"2-(o-Hydroxyphenyl)-1,3-dioxolane",N/A,3,
2-Hydroxy-5-(1'-phenylethyl) diphenyl,1,N/A,
3-Hydroxy-alpha-phenyl-beta-methylaminothenol (Neosynephrin),N/A,1,
N-(o-Hydroxyphenyl)phthalimide,N/A,N/A,
p-Hydroxyphenylpropanol-3,1,N/A,
alpha-Hydroxy-alpha-1-piperidyl-alpha-tolunitrile,N/A,N/A,
o-Hydroxypropiophenone,N/A,2,
p-Hydroxypropiophenone,N/A,1,
2-Hydroxy-x-iso-propyldiphenyl,1,N/A,
"N-beta-Hydroxypropyl-3,6-endomethylene-1,2,3,6-tetrahydro-phthalimide",N/A,1,
"N-beta-Hydroxypropyl-4-methyl-1,2,3,6-tetrahydrophthalimide",1,N/A,
N-(2-Hydroxypropyl)piperidine,N/A,1,
"N-beta-Hydroxypropyl-1,2,3,6-tetrahydrophthalimide",N/A,1,
2-Hydroxyquinoline,N/A,N/A,
8-Hydroxyquinoline,N/A,4,
Hydroxyquinoline sulfate,N/A,1,
"beta-Hydroxy-beta-tetrahydrofurylpropionic acid, ethyl ester",2,4,
"1-Hydroxy-2,2,2-trichloroethyl carbamic acid, ethyl ester",N/A,N/A,
"1-(1-Hydroxy-2-trichloroethyl)-1,2-thio-3-(2-trichloroethylidene)urea",N/A,N/A,
1-(1-Hydroxy-2-trichloroethyl) urea,N/A,N/A,
2-Hydroxyvaleric acid,1,N/A,
"2-Hydroxyvaleric acid, cyclohexyl ester",2,3,
o-Hydroxyvalerophenone,N/A,3,
p-Hydroxyvalerophenone,N/A,1,
Ifepal CA extra (alkyl aryl polyglycol ether),N/A,1,
Ifepal CA extra high conc. (alkyl aryl polyglycol ether),N/A,1,
Igepon AP (Sodium sulfonate of oleic acid ester of aliphatic compound),N/A,N/A,
Igepon T Powder (Sulphonated aliphatic oxide),N/A,N/A,
4-Imino-2-pentanone,N/A,1,
Indan,1,N/A,
Indane oxide,N/A,2,
1-Indanol,N/A,2,
beta-Indanol,N/A,4,
"Indigo carmine (5,5'-Indigotindisulfonic acid,disodium salt)",N/A,1,
Indigotin,N/A,N/A,
Indole,N/A,N/A,
"Intracol O (cationic, long chain fatty acid)",N/A,N/A,
Iodine,1,N/A,
o-Iodoaniline,N/A,N/A,
o-Iodobenzoic acid,N/A,N/A,
"o-Iodobenzoic acid, methyl ester",2,N/A,
2-Iodo-3-nitrotoluene,N/A,N/A,
p-Iodophenetole,N/A,N/A,
2-Iodo-21-phenoxydiethyl ether,1,N/A,
4(p-Iodophenylazo)-m-cresol,N/A,1,
Iodosobenzene,N/A,N/A,
o-Iodosonitrobenzene,N/A,N/A,
m-Iodosonitrobenzene,N/A,N/A,
p-Iodosonitrobenzene,N/A,N/A,
Iodothiophene,N/A,1,
"2-Iodo-21-(2,4,6-trichlorophenoxy)diethyl ether",1,1,
alpha-Irisone,1,N/A,
Isatin,N/A,N/A,
Isobornyl benzyl ether,1,N/A,
Isobornyl glycerol ethers,1,N/A,
Isobornyl 2-nitro-2-methylpropyl ether,1,N/A,
Isobornyl propylene glycol ether,2,2,
Isobornyl sodium sulfoacetate,N/A,1,
Isobornyl triethylene glycol ether,3,4,
"Isodehydrocetic acid, ethyl ester",N/A,1,
Isonitrosoacetanilide,N/A,N/A,
Isophorone,3,3,
Isopulegol,1,N/A,
Isoquinoline,2,3,
Isosafrole,N/A,N/A,
Isothymol,N/A,1,
Isothymol ethylene glycol monether,3,4,
"Itaconic acid, diethyl ester",1,N/A,
"Kerosene, unrefined",N/A,N/A,
Kerylbenzene,1,N/A,
"12 alpha-Ketoadipic acid, diethyl ester",2,4,
3-Ketobutanol-1,N/A,1,
"2-Ketocyclohexylglyoxalic acid, ethyl ester",4,2,
1-(2-Keto-cyclohexyl)-2-methylpropanol,N/A,2,
"alpha-Keto-beta-ethylsuccinic acid, diethyl ester",1,N/A,
"2-Ketohexahydrobenzoic acid, ethyl ester",2,3,
4-Keto-7-methyloctanoic acid,N/A,1,
"beta-Keto-gamma-phenylcaproic acid, ethyl ester",1,N/A,
"alpha-Keto-delta-phenyl-valeric acid, ethyl ester",1,N/A,
"4-Ketopimelic acid, diethyl ester",1,N/A,
"alpha-Keto-beta-n-propyl succinic acid, diethyl ester",1,N/A,
Kolinium (refined coal-tar creosote),N/A,N/A,
Lactamide,N/A,1,
Lactic acid 82%,4,3,
"Lactic acid, 100%",3,2,
Lactic acid 106%,2,1,
Lactic acid 112.5%,3,N/A,
"Lactic acid, allyl ester",N/A,1,
"Lactic acid, n-amyl ester",1,N/A,
"Lactic acid, iso-amyl ester",1,N/A,
"Lactic acid, butoxyethyl ester",3,4,
"Lactic acid, butyl ester",N/A,1,
"Lactic acid, calcium salt",N/A,1,
"Lactic acid, chlorallyl ester",2,3,
"Lactic acid, alpha-chloroallyl ester",2,3,
"Lactic acid, beta-chloroallyl ester",2,4,
"Lactic acid, beta-chloro-ethoxyethyl ester",1,N/A,
"Lactic acid, beta-chloroethyl ester",2,N/A,
"Lactic acid, crotyl ester",1,N/A,
"Lactic acid, cyclohexyl ester",2,3,
"Lactic acid, decyl ester",1,N/A,
"Lactic acid, diethylene glycol butyl ether ester",3,4,
"Lactic acid, diethylene glycol ethyl ether ester",1,N/A,
"Lactic acid, diethylene glycol methyl ether ester",3,1,
"Lactic acid, beta-ethoxyethyl ester",1,N/A,
"Lactic acid, ethyl ester",N/A,1,
"Lactic acid, 2-ethylbutyl ester",1,N/A,
"Lactic acid, ethylene glycol benzyl ether ester",3,N/A,
"Lactic acid, ethylene glycol 2-ethylhexyl ether ester",2,4,
"Lactic acid, ethylene glycol phenyl ether ester",2,4,
"Lactic acid, ethylene glycol iso-propyl ether ester",1,N/A,
"Lactic acid, 2-ethylhexyl ester",2,N/A,
"Lactic acid, n-hexyl ester",1,N/A,
"Lactic acid, ""Lorol"" ester",2,N/A,
"Lactic acid, methallyl ester",1,N/A,
"Lactic acid, beta-methallyl ester",1,N/A,
"Lactic acid, methoxyethyl ester",1,N/A,
"Lactic acid, methyl ester",1,N/A,
"Lactic acid, methylamylmethyl ester",2,3,
"Lactic acid, methyl-iso-butyl-methyl ester",1,N/A,
"Lactic acid, p-methylcyclohexyl ester",3,4,
"Lactic acid, methylvinylcarbinyl ester",1,N/A,
"Lactic acid, octyl ester",3,N/A,
"Lactic acid, n-octyl ester",3,4,
"Lactic acid, phenylethyl ester",2,4,
"Lactic acid, 1,3-propanediol diester",1,N/A,
"Lactic acid, iso-propyl ester",1,N/A,
"Lactic acid, sorbitol ester",1,N/A,
"Lactic acid, ""Terposol"" ester",1,N/A,
"Lactic acid, tetrahydrofurfuryl ester",3,2,
Lactose,N/A,1,
"Lactyllactic acid, methyl ester",1,N/A,
N-Lactylpiperidine,2,4,
Laksol (light distillate from pine wood),1,N/A,
Lanolin,N/A,N/A,
"Lanolin fatty acids, glycidyl esters",1,N/A,
"Lanolin fatty acids, tetrahydrofurfuryl esters",1,N/A,
Lauraldehyde,2,4,
Lauric acid,N/A,4,
"Lauric acid, allyl ester",1,N/A,
"Lauric acid, ammonium salt (anhydrous)",N/A,4,
"Lauric acid, amyl ester",N/A,N/A,
"Lauric acid, p-tert-amylphenoxyethyl ester",1,N/A,
"Lauric acid, butoxyethyl ester",1,N/A,
"Lauric acid, 2-chloroallyl ester",2,4,
"Lauric acid, chloroethyl ester",1,N/A,
"Lauric acid, diethylene glycol monoester",1,N/A,
"Lauric acid, 2,5-dimethyl-1,1-dimethylolcyclohexane diester",1,N/A,
"Lauric acid, beta1-ethoxy-beta-ethoxyethyl ester",1,N/A,
"Lauric acid, ethylene glycol monoester",1,2,
"Lauric acid, ethylene glycol monoethyl ether ester",2,1,
"Lauric acid, ethyl ester",1,N/A,
"Lauric acid, glycerol diester",N/A,2,
"Lauric acid, glycerol monoester",N/A,1,
"Lauric acid, glycerol-alpha, alpha1-di-iso-amyl ether ester",1,N/A,
"Lauric acid, glycerol-alpha, alpha1-dimethyl ether ester",1,N/A,
"Lauric acid, glycidyl ester",1,N/A,
"Lauric acid, glycol diester",N/A,2,
"Lauric acid, hydroabietyl ester",1,N/A,
"Lauric acid, mannitan monoester (NNO)",1,N/A,
"Lauric acid, mannitolglyceryl monoester",1,2,
"Lauric acid, methyl ester",1,N/A,
"Lauric acid, nonaethylene monoester",1,N/A,
"Lauric acid, 1-phenyl-3-methyl-5-hydroxypyrazole ester",1,N/A,
"Lauric acid, polyglycol formal ester",1,1,
"Lauric acid, polymerized glycol diester",1,N/A,
"Lauric acid, polymerized glycol monoester",N/A,N/A,
"Lauric acid, propylene glycol monoester",1,4,
"Lauric acid, sorbitol",2,N/A,
"Lauric acid, tetrahydrofurfuryl ester",1,1,
"Lauric acid, trimethylcyclohexyl ester",1,N/A,
Laurone,N/A,1,
Lauromitrile,1,N/A,
Lauroylethanol,2,4,
Lauroyl glycine,N/A,1,
beta-Lauroyleteralin,1,N/A,
Lauryl alcohol,1,N/A,
Lauryl and myristyl esters of high molecular weight complex alcohol,1,N/A,
N-Lauryl benzoxyacetamide,N/A,4,
Lauryl bromide,1,N/A,
Laurylcyclohexylamine,N/A,1,
"Laurylethylmalonic acid, diethyl ester",1,N/A,
Lauryl pyridinium chloride,N/A,2,
Lauryl 2-thiazolinyl sulfide (from crude lauric acid),1,N/A,
Leptodone,N/A,N/A,
"Lethane 60 (Coconut oil fatty acids, beta-thiocyanoethyl ester)",1,N/A,
"Lethane 384 (Thiocyanic acid, 2-(2-butoxyethoxy)-ethylester, 80%)",4,N/A,
levo-Leucine,N/A,N/A,
Levulinic acid,1,N/A,
"Levulinic acid, allyl ester",N/A,2,
"Levulinic acid, benzyl ester",2,4,
"Levulinic acid, 4-bicyclohexyl ester",1,N/A,
"Levulinic acid, 2-butene-1,4-diol disster",1,N/A,
"Levulinic acid, n-butyl ester",2,3,
"Levulinic acid, calcium salt",N/A,1,
"Levulinic acid, cyclohexyl ester",2,N/A,
"Levulinic acid, diethylene glycol monoester",1,N/A,
"Levulinic acid, diethylene glycol ethyl ether ester",2,3,
"Levulinic acid, diglycol disster",2,3,
"Levulinic acid, ethyl ester",1,N/A,
"Levulinic acid, fenchyl ester",2,3,
"Levulinic acid, glycerol-alpha, alpha-dimethyl ether ester",1,N/A,
"Levulinic acid, methyl ester",1,N/A,
"Levulinic acid, 4,4'-iso-propylidene-bis-(2-phenoxy-ethyl)ester",1,N/A,
"Levulinic acid, sodium salt",N/A,1,
"Levulinic acid, tetrahydrofurfuryl ester",2,4,
Limonene,1,N/A,
Linalool,2,2,
Linoletic acid,N/A,1,
"Linoletic acid, methyl ester",1,N/A,
"Linseed oil acids, butyl esters",1,N/A,
Lithium sulfate,N/A,1,
"Loracylic acid, butanonyl ester",2,N/A,
"Loracylic acid, butyl ester",1,N/A,
Loralkyl chloride,1,N/A,
N-Loralkyldibutylamine,N/A,1,
Lupomin extra (fatty acid amide),N/A,N/A,
Magnesium carbonate,N/A,1,
Magnesium sulfate,N/A,N/A,
Maleanilic acid,N/A,N/A,
Maleic acid,N/A,1,
"Maleic acid, (allyl lactate) hydrogen ester",N/A,N/A,
"Maleic acid, diallyl ester",N/A,4,
"Maleic acid, di-(allyl lactate) ester",1,N/A,
"Maleic acid, diamyl ester",1,N/A,
"Maleic acid, dibenzyl ester",1,N/A,
"Maleic acid, di-2-(2-bromo-4-ethylphenoxy)ethyl ester",1,N/A,
"Maleic acid, dibutoxyethyl ester",2,N/A,
"Maleic acid, di-n-butyl ester",2,4,
"Maleic acid, di(n-butyl lactate) ester",1,N/A,
"Maleic acid, di(iso-butyl lactate)ester",2,3,
"Maleic acid, di-(beta-chloroallyl lactate) ester",2,N/A,
"Maleic acid, di-2-chloroethyl ester",N/A,1,
"Maleic acid, di-beta-ethoxyethyl ester",N/A,1,
"Maleic acid, diethyl ester",N/A,N/A,
